,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,lot1_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
907766,2020-379773,2020-05-28,1,Vente,293500.0,2.0,PL DU MARENSIN,0575,40530.0,40133,Labenne,40,40133000AL0297,10.0,1,2.0,Appartement,87.0,5.0,J,jardins,100.0,-1.42534,43.592669
487178,2020-195097,2020-07-31,1,Vente,31000.0,7.0,RUE DES CITES CHAMPART,0470,25110.0,25047,Baume-les-Dames,25,25047000AN0251,4.0,1,2.0,Appartement,55.0,2.0,J,jardins,238.0,6.363504,47.341553
2213878,2020-941597,2020-03-06,1,Vente,370000.0,14.0,RUE DE NORMANDIE,1680,91140.0,91661,Villebon-sur-Yvette,91,91661000AB0552,2.0,1,1.0,Maison,88.0,7.0,S,sols,87.0,2.211542,48.700461
1270825,2020-526050,2020-05-22,1,Vente,152800.0,66.0,RUE ALAIN FOURNIER,0065,53000.0,53130,Laval,53,53130000CM0933,54.0,1,1.0,Maison,71.0,4.0,S,sols,431.0,-0.788507,48.07283
669327,2020-274929,2020-12-28,2,Vente,1000000.0,79.0,RUE ABBE DE L EPEE,0015,33000.0,33063,Bordeaux,33,33063000KX0125,2.0,1,2.0,Appartement,27.0,2.0,S,sols,16.0,-0.583085,44.842165
271767,2020-119235,2020-01-27,1,Vente,254590.0,10.0,RUE DE MANDON MOULES,2877,13200.0,13004,Arles,13,13004000HW0326,1.0,1,1.0,Maison,99.0,5.0,S,sols,315.0,4.745392,43.655948
110783,2020-48831,2020-06-08,1,Vente,300000.0,401.0,CHE DU CAYRE,0013,6340.0,6031,Cantaron,6,060310000A1360,1,1,2.0,Appartement,110.0,3.0,S,sols,292.0,7.302467,43.75853
1572389,2020-659265,2020-01-22,1,Vente,91725.0,14.0,RUE DU COLONEL GLOXIN,1000,64000.0,64445,Pau,64,64445000CD0105,1.0,1,2.0,Appartement,47.0,2.0,S,sols,25.0,-0.379446,43.291627
1719202,2020-723216,2020-04-21,1,Vente,170000.0,4.0,RUE SAINT JEAN,0385,72300.0,72061,La Chapelle-d'Aligné,72,72061000AB0450,2.0,1,1.0,Maison,152.0,4.0,S,sols,85.0,-0.235815,47.732337
282158,2020-123720,2020-07-11,1,Vente,215000.0,23.0,RUE DE CAUMONT,0260,14510.0,14338,Houlgate,14,14338000AB0058,1.0,1,1.0,Maison,59.0,4.0,S,sols,115.0,-0.083075,49.298272
2314064,2020-993434,2020-02-24,1,Vente,255000.0,50.0,RUE NOEL,6630,94600.0,94022,Choisy-le-Roi,94,94022000AS0038,1.0,1,2.0,Appartement,45.0,3.0,S,sols,70.0,2.423048,48.766596
861241,2020-358978,2020-10-16,1,Vente,74000.0,53.0,RUE VICTOR HUGO,1330,37600.0,37132,Loches,37,37132000AT0227,1.0,1,1.0,Maison,81.0,3.0,S,sols,225.0,0.99729,47.132068
1813538,2020-766805,2020-10-20,1,Vente,241000.0,4.0,RUE DES TILLEULS,0640,77930.0,77069,Chailly-en-Bière,77,77069000AM0172,9.0,1,1.0,Maison,116.0,5.0,S,sols,243.0,2.605778,48.466231
95260,2020-40797,2020-12-15,1,Vente,323950.0,996.0,RTE DE LEVENS,0037,6690.0,6147,Tourrette-Levens,6,061470000A0429,1,1,1.0,Maison,90.0,5.0,S,sols,49.0,7.267358,43.807151
607080,2020-247809,2020-05-13,1,Vente,211000.0,34.0,RUE DU PRINTEMPS,7140,31000.0,31555,Toulouse,31,31555823AB0176,4.0,1,2.0,Appartement,30.0,2.0,S,sols,48.0,1.444685,43.614251
2317533,2020-995453,2020-07-09,1,Vente,297000.0,36.0,RUE DENIS PAPIN,2525,94200.0,94041,Ivry-sur-Seine,94,94041000AP0039,8.0,1,2.0,Appartement,53.0,2.0,S,sols,150.0,2.394382,48.813533
2328910,2020-1001511,2020-08-03,1,Vente,351000.0,4.0,ALL BOSSUET,0084,94430.0,94019,Chennevières-sur-Marne,94,94019000AX0049,4.0,1,1.0,Maison,98.0,4.0,S,sols,204.0,2.530122,48.78797
1818466,2020-768905,2020-12-07,1,Vente,136250.0,1.0,RUE GALILEE,0373,77380.0,77122,Combs-la-Ville,77,77122000AK0293,187.0,1,1.0,Maison,100.0,6.0,S,sols,254.0,2.573663,48.653454
912256,2020-381568,2020-07-10,1,Vente,174400.0,1.0,RUE DU SPORTING,0333,40510.0,40296,Seignosse,40,40296000AT0081,3.0,1,2.0,Appartement,36.0,3.0,S,sols,28.0,-1.43537,43.699989
1645370,2020-694328,2020-05-19,1,Vente,289000.0,1.0,RUE DU COLIBRI,0044,69290.0,69094,Grézieu-la-Varenne,69,690940000A1877,29,1,2.0,Appartement,75.0,3.0,AG,terrains d'agrément,196.0,4.695419,45.7478
138820,2020-61586,2020-03-09,1,Vente,490000.0,12.0,IMP DES PALOMBIERES,2385,6800.0,6027,Cagnes-sur-Mer,6,06027000AZ0050,2.0,1,2.0,Appartement,75.0,2.0,S,sols,762.0,7.167591,43.664749
598856,2020-244537,2020-07-15,1,Vente,242500.0,148.0,RUE GRAND RUE,0160,30270.0,30269,Saint-Jean-du-Gard,30,30269000AB0077,22.0,1,2.0,Appartement,51.0,2.0,S,sols,146.0,3.882938,44.106924
2340057,2020-1007197,2020-09-17,1,Vente,404000.0,11.0,VLA DU BEL AIR,0702,94500.0,94017,Champigny-sur-Marne,94,94017000AN0170,3.0,1,1.0,Maison,72.0,4.0,S,sols,48.0,2.489647,48.814269
2010831,2020-856904,2020-07-29,1,Vente,212850.0,75.0,ALL DES ROSES,0469,84130.0,84092,Le Pontet,84,84092000AB0001,1004.0,1,1.0,Maison,108.0,5.0,S,sols,415.0,4.878826,43.963023
1304409,2020-539816,2020-06-08,1,Vente,500000.0,45.0,RUE DE L YRON,0840,54800.0,54273,Jarny,54,54273000AC0295,1.0,1,2.0,Appartement,41.0,2.0,S,sols,561.0,5.864268,49.164642
2216575,2020-943037,2020-09-26,1,Vente,255000.0,41.0,DOM DE VILLEJUST,A100,91140.0,91666,Villejust,91,91666000AA0264,5.0,1,1.0,Maison,50.0,3.0,S,sols,118.0,2.237531,48.682533
1638159,2020-691104,2020-09-03,2,Vente,823200.0,62.0,CHE DU TAFFIGNON,1040,69110.0,69202,Sainte-Foy-lès-Lyon,69,69202000AX0004,2.0,1,4.0,Local industriel. commercial ou assimilé,27.0,0.0,J,jardins,740.0,4.777456,45.727394
1993936,2020-847863,2020-09-28,1,Vente,555000.0,146.0,RUE AMIRAL DE GRASSE,0015,83220.0,83098,Le Pradet,83,83098000BB0077,2.0,1,1.0,Maison,160.0,6.0,S,sols,767.0,6.026643,43.091479
135497,2020-60150,2020-06-29,1,Vente,597980.0,2470.0,RTE METROPOLITAINE 18,0003,6640.0,6122,Saint-Jeannet,6,06122000AP0178,1.0,1,2.0,Appartement,91.0,3.0,AG,terrains d'agrément,958.0,7.147722,43.739683
279636,2020-122517,2020-01-21,1,Vente,770000.0,52.0,AV F DE KERGORLAY,0210,14800.0,14220,Deauville,14,14220000AC0512,216.0,1,2.0,Appartement,68.0,3.0,AG,terrains d'agrément,170.0,0.069387,49.351374
625265,2020-256662,2020-05-14,1,Vente,225800.0,31.0,IMP VERCORS,1773,31600.0,31395,Muret,31,31395000IC0184,1.0,1,1.0,Maison,88.0,4.0,S,sols,325.0,1.315435,43.455172
494847,2020-198889,2020-04-28,1,Vente,200000.0,9.0,CLOS DES VIGNERONS,A020,26600.0,26347,Tain-l'Hermitage,26,263470000E0634,25.0,1,1.0,Maison,101.0,5.0,S,sols,489.0,4.850041,45.069167
918983,2020-384194,2020-09-25,1,Vente,495000.0,27.0,RUE DOUBERT,1361,40130.0,40065,Capbreton,40,40065000AP0091,2,1,1.0,Maison,65.0,4.0,S,sols,483.0,-1.433722,43.649528
925391,2020-386880,2020-11-30,1,Vente,346770.0,51.0,AV DE LA MARQUEZE,0245,40510.0,40296,Seignosse,40,40296000BE0048,4,1,1.0,Maison,47.0,2.0,J,jardins,81.0,-1.424407,43.709962
1846238,2020-780953,2020-08-21,1,Vente,392750.0,44.0,RUE DES LAMBUIS,0540,77400.0,77155,Dampmart,77,77155000AE0087,2.0,1,1.0,Maison,127.0,7.0,J,jardins,527.0,2.746723,48.887397
321357,2020-137326,2020-04-29,1,Vente,188600.0,5.0,RUE HENRY BORDEAUX,4050,17000.0,17300,La Rochelle,17,17300000BR0001,79,1,1.0,Maison,91.0,6.0,S,sols,374.0,-1.189422,46.169637
1813625,2020-766848,2020-10-19,1,Vente,285000.0,8.0,ALL RACINE,1330,77220.0,77215,Gretz-Armainvilliers,77,772150000D1628,53.0,1,1.0,Maison,102.0,5.0,S,sols,352.0,2.729141,48.743067
1882480,2020-798344,2020-12-09,1,Vente,682776.0,6.0,ALL DES MESANGES,1507,78600.0,78358,Maisons-Laffitte,78,78358000AW0014,7.0,1,1.0,Maison,90.0,4.0,S,sols,220.0,2.129618,48.944375
1646104,2020-694644,2020-06-30,1,Vente,348000.0,11.0,AV DE LA POTERIE,0360,69890.0,69250,La Tour-de-Salvagny,69,69250000AD0100,48,1,2.0,Appartement,75.0,3.0,AG,terrains d'agrément,99.0,4.716653,45.815774
763867,2020-316579,2020-06-26,1,Vente,105000.0,4.0,IMP MARIE CELESTE,1441,34300.0,34003,Agde,34,34003000MW0009,101.0,1,2.0,Appartement,30.0,2.0,AG,terrains d'agrément,18.0,3.492704,43.277526
2002987,2020-852932,2020-08-18,1,Vente,520000.0,3351.0,ANCIEN CHEM DE TOULON,1219,83110.0,83123,Sanary-sur-Mer,83,83123000AM0679,2.0,1,1.0,Maison,90.0,4.0,S,sols,928.0,5.787018,43.135825
108694,2020-47929,2020-01-08,1,Vente,292000.0,996.0,RTE DE LEVENS,0037,6690.0,6147,Tourrette-Levens,6,061470000A0429,4,1,1.0,Maison,140.0,5.0,S,sols,335.0,7.267358,43.807151
1797456,2020-759809,2020-03-02,1,Vente,215000.0,6.0,RUE DE LA ROCHETTE,1490,77000.0,77288,Melun,77,77288000AZ0301,2.0,1,2.0,Appartement,90.0,3.0,AG,terrains d'agrément,191.0,2.656872,48.53234
1473699,2020-618558,2020-01-28,1,Vente,50000.0,16.0,RUE LOUIS BLANC,0470,60160.0,60414,Montataire,60,60414000AV0171,29.0,1,4.0,Local industriel. commercial ou assimilé,51.0,0.0,AB,terrains a bâtir,15.0,2.447326,49.255834
131987,2020-58790,2020-09-28,1,Vente,587500.0,95.0,VCHE VIEUX CHEMIN  SAINTE ANNE,4621,6130.0,6069,Grasse,6,06069000HK0473,1.0,1,1.0,Maison,168.0,4.0,AG,terrains d'agrément,1316.0,6.899154,43.642305
1137546,2020-474937,2020-06-12,1,Vente,182000.0,6.0,RUE ALBAN MARIE,0024,47300.0,47323,Villeneuve-sur-Lot,47,47323000ET0303,3.0,1,1.0,Maison,50.0,3.0,S,sols,176.0,0.714536,44.407445
281945,2020-123633,2020-06-25,1,Vente,126000.0,8.0,RUE DE NORMANDIE,0560,14160.0,14225,Dives-sur-Mer,14,14225000AH0173,4.0,1,1.0,Maison,64.0,3.0,S,sols,225.0,-0.107493,49.283055
110198,2020-48594,2020-04-02,1,Vente,335000.0,5262.0,SERRE DE NAIRAUD,B117,6470.0,6016,Beuil,6,060160000H0630,3,1,1.0,Maison,100.0,5.0,P,prés,155.0,6.962312,44.08871
1617518,2020-680647,2020-10-26,1,Vente,331550.0,183.0,RTE DES PROLIERES,0460,69270.0,69033,Cailloux-sur-Fontaines,69,69033000AE0761,3,1,1.0,Maison,86.0,4.0,S,sols,131.0,4.870025,45.851659
324293,2020-139064,2020-08-24,1,Vente,250000.0,25.0,AV GENERAL LECLERC,3640,17000.0,17300,La Rochelle,17,17300000AP0092,7,1,2.0,Appartement,69.0,3.0,S,sols,130.0,-1.161747,46.162611
151851,2020-66276,2020-10-08,1,Vente,75000.0,19.0,AV DE SIERRE,6560,7200.0,7019,Aubenas,7,070190000E4090,2.0,1,1.0,Maison,80.0,4.0,S,sols,116.0,4.377549,44.621814
1984134,2020-842217,2020-06-12,1,Vente,210000.0,540.0,RUE DU DOCTEUR DONNADIEU,0725,83600.0,83061,Fréjus,83,83061000AX0202,106.0,1,1.0,Maison,73.0,3.0,S,sols,117.0,6.754587,43.435938
2005815,2020-854442,2020-11-05,1,Vente,495000.0,287.0,CHE DE LA CAPUCINE,0038,83330.0,83016,Le Beausset,83,830160000C1052,1.0,1,1.0,Maison,98.0,5.0,AG,terrains d'agrément,705.0,5.83505,43.187195
2338906,2020-1006588,2020-08-06,1,Vente,390750.0,14.0,RUE DE LA PREVOYANCE,7361,94500.0,94017,Champigny-sur-Marne,94,94017000AJ0085,1.0,1,1.0,Maison,76.0,3.0,S,sols,150.0,2.492863,48.816446
820339,2020-342119,2020-07-07,1,Vente,100000.0,5874.0,RUE DE LA ROIRIE,0065,35610.0,35222,Pleine-Fougères,35,35222000AC0213,2.0,1,4.0,Local industriel. commercial ou assimilé,1188.0,0.0,S,sols,1086.0,-1.560006,48.532167
503759,2020-203066,2020-11-25,1,Vente,235000.0,40.0,ALL ROGER MAISONNY,8911,26000.0,26362,Valence,26,26362000BR0008,2.0,1,1.0,Maison,101.0,4.0,S,sols,213.0,4.915939,44.913437
769209,2020-319231,2020-12-28,1,Vente,164180.0,1.0,RUE DU LABECH,1331,34300.0,34003,Agde,34,34003000NY0035,42.0,1,1.0,Maison,20.0,1.0,AG,terrains d'agrément,38.0,3.503334,43.286768
106247,2020-46627,2020-05-25,1,Vente,500000.0,884.0,RTE DU SANATORIUM,0353,6500.0,6067,Gorbio,6,060670000C0398,101,1,1.0,Maison,150.0,4.0,S,sols,45.0,7.472048,43.780724
2277138,2020-974385,2020-11-18,1,Vente,435000.0,9.0,RUE DE LA TREFILERIE,9160,93120.0,93027,La Courneuve,93,93027000AQ0032,8.0,1,2.0,Appartement,69.0,4.0,S,sols,2.0,2.407926,48.923854
1840043,2020-777955,2020-05-14,1,Vente,265000.0,4.0,CHE DE DAMPLEGER,0060,77470.0,77369,Poincy,77,773690000C0698,1.0,1,1.0,Maison,89.0,5.0,J,jardins,150.0,2.930358,48.968463
1651872,2020-697099,2020-12-10,1,Vente,205000.0,66.0,IMP JEAN COLOMB,0091,69280.0,69127,Marcy-l'Étoile,69,69127000AP0105,13,1,4.0,Local industriel. commercial ou assimilé,81.0,0.0,AG,terrains d'agrément,64.0,4.707758,45.781928
2329239,2020-1001705,2020-09-15,1,Vente,330000.0,5.0,RUE DES COUTELIERS,0044,94440.0,94048,Marolles-en-Brie,94,94048000AP0129,7.0,1,1.0,Maison,90.0,5.0,S,sols,235.0,2.551828,48.736499
875901,2020-366649,2020-05-05,1,Vente,425000.0,15.0,RUE DU SER PALOR,0062,38860.0,38253,Les Deux Alpes,38,38253534AB0377,6.0,1,1.0,Maison,78.0,3.0,S,sols,182.0,6.123567,45.003339
576033,2020-235160,2020-10-23,1,Vente,159000.0,8.0,RUE DES GENETS,3665,30900.0,30189,Nîmes,30,30189000KW0214,4.0,1,1.0,Maison,82.0,4.0,S,sols,253.0,4.320615,43.82799
1818684,2020-769002,2020-12-09,1,Vente,60000.0,176.0,LA MUSSINE,B073,77820.0,77100,Le Châtelet-en-Brie,77,771000000G0654,176.0,1,1.0,Maison,30.0,1.0,S,sols,254.0,2.783736,48.494788
219328,2020-92115,2020-09-07,1,Vente,195000.0,2003.0,MATEILLE,B060,11430.0,11170,Gruissan,11,11170000BM0011,428,1,2.0,Appartement,61.0,2.0,S,sols,3060.0,3.144774,43.136078
2339786,2020-1007026,2020-09-16,1,Vente,366000.0,195.0,AV LUCIEN BARRAULT,5275,94500.0,94017,Champigny-sur-Marne,94,94017000DV0169,2.0,1,1.0,Maison,86.0,4.0,S,sols,262.0,2.549502,48.813765
217388,2020-91043,2020-06-29,1,Vente,10000.0,1.0,CPG CLUB LE PAVILLON,A002,11130.0,11379,Sigean,11,11379000AW0141,288,1,4.0,Local industriel. commercial ou assimilé,76.0,0.0,S,sols,740.0,3.00356,43.030425
1690863,2020-711654,2020-10-12,1,Vente,50000.0,8.0,RUE DU VILET,4740,71200.0,71153,Le Creusot,71,71153000BI0211,12.0,1,1.0,Maison,80.0,5.0,J,jardins,189.0,4.426611,46.790993
2330450,2020-1002377,2020-10-02,1,Vente,400000.0,4.0,ALL DES EGLANTINES,0144,94520.0,94047,Mandres-les-Roses,94,94047000AN0040,3.0,1,1.0,Maison,160.0,6.0,S,sols,498.0,2.537225,48.703005
228789,2020-97096,2020-07-16,1,Vente,125000.0,7.0,RUE JUMELLES,4979,13016.0,13216,Marseille 16e Arrondissement,13,132169080L0199,1,1,2.0,Appartement,31.0,2.0,S,sols,39.0,5.313802,43.361587
1852045,2020-783786,2020-10-27,1,Vente,330000.0,9.0,ALL DES AIGRETTES,0005,77183.0,77146,Croissy-Beaubourg,77,77146000AB0020,39,1,1.0,Maison,88.0,5.0,S,sols,188.0,2.653579,48.82107
702656,2020-290053,2020-10-24,1,Vente,163000.0,150.0,BD DE LA PLAGE,1850,33120.0,33009,Arcachon,33,33009000AL0152,2.0,1,2.0,Appartement,28.0,2.0,S,sols,11.0,-1.158422,44.661679
2190148,2020-929741,2020-12-30,1,Vente,285000.0,56.0,RUE JEAN MERMOZ,2110,91230.0,91421,Montgeron,91,91421000AX0186,1.0,1,2.0,Appartement,76.0,4.0,S,sols,270.0,2.439661,48.709056
266223,2020-116914,2020-05-14,1,Vente,254100.0,16.0,RUE DES AIGUILLETTES,0041,13800.0,13047,Istres,13,13047000CP0260,37.0,1,1.0,Maison,95.0,4.0,S,sols,271.0,4.980589,43.511331
2207771,2020-938805,2020-06-09,1,Vente,260000.0,1.0,RUE PASTEUR,0543,91580.0,91226,Étréchy,91,91226000AC0532,1.0,1,1.0,Maison,85.0,3.0,S,sols,372.0,2.193884,48.494334
769589,2020-319433,2020-08-28,1,Vente,87000.0,9.0,CHE DU SUCRE,2165,34300.0,34003,Agde,34,34003000MC0110,12.0,1,2.0,Appartement,21.0,1.0,AG,terrains d'agrément,22.0,3.456626,43.285036
183478,2020-76766,2020-12-11,1,Vente,84550.0,106.0,CAZALERES,B013,9350.0,9105,Daumazan-sur-Arize,9,091050000B2066,134.0,1,1.0,Maison,78.0,4.0,S,sols,225.0,1.309987,43.133404
1704698,2020-717391,2020-09-23,1,Vente,166761.5,5046.0,LA ROBINETTERIE,B270,72170.0,72194,Meurcé,72,72194000ZE0017,1.0,1,1.0,Maison,92.0,6.0,S,sols,3640.0,0.204889,48.248123
1637564,2020-690847,2020-08-06,1,Vente,295000.0,12.0,RUE GUILLAUME APOLLINAIRE,0123,69310.0,69152,Pierre-Bénite,69,69152000AK0209,11.0,1,1.0,Maison,76.0,4.0,S,sols,181.0,4.831831,45.700437
1813530,2020-766801,2020-10-09,1,Vente,155000.0,28.0,RUE DES GRANDS TAILLIS,0905,77140.0,77431,Saint-Pierre-lès-Nemours,77,77431000BA0043,176.0,1,1.0,Maison,78.0,4.0,S,sols,247.0,2.669475,48.276016
1772385,2020-747358,2020-03-12,1,Vente,247000.0,9015.0,RUE DES CANADIENS,0188,76260.0,76255,Eu,76,76255000AC0251,14.0,1,1.0,Maison,123.0,5.0,AG,terrains d'agrément,755.0,1.423546,50.040509
1280033,2020-529363,2020-11-05,1,Vente,85000.0,5187.0,LA THEBAUDIERE,C565,53160.0,53053,Champgenéteux,53,530530000B1070,11.0,1,1.0,Maison,110.0,6.0,S,sols,155.0,-0.393332,48.286933
1998199,2020-850341,2020-02-20,1,Vente,457500.0,74.0,IMP DES MAS DU SOLEIL,0333,83110.0,83123,Sanary-sur-Mer,83,83123000AL1089,1.0,1,1.0,Maison,103.0,4.0,S,sols,442.0,5.795251,43.12991
851028,2020-355332,2020-09-03,1,Vente,13000.0,1342.0,LES PRES LEROY,B050,37250.0,37154,Montbazon,37,371540000B0483,8.0,1,1.0,Maison,30.0,1.0,S,sols,27.0,0.722818,47.28248
866342,2020-361768,2020-08-28,1,Vente,328770.0,21.0,RUE DU BOIS MENTEL,0111,38400.0,38421,Saint-Martin-d'Hères,38,38421000AT0199,25.0,1,1.0,Maison,91.0,5.0,S,sols,430.0,5.766896,45.166881
115722,2020-51039,2020-02-25,1,Vente,630000.0,201.0,RTE DES CLAUSONNES,0260,6410.0,6018,Biot,6,06018000AI0094,1.0,1,1.0,Maison,135.0,5.0,S,sols,943.0,7.097148,43.622759
2242271,2020-956317,2020-09-15,1,Vente,1811100.0,14.0,RUE ARMENGAUD,0100,92210.0,92064,Saint-Cloud,92,92064000AE0007,7.0,1,1.0,Maison,174.0,5.0,AB,terrains a bâtir,252.0,2.217044,48.846987
748391,2020-308853,2020-06-12,1,Vente,175000.0,100.0,RUE DES AIGRETTES,0008,34400.0,34145,Lunel,34,34145000AL0195,7.0,1,1.0,Maison,84.0,5.0,S,sols,330.0,4.141605,43.670697
760552,2020-314867,2020-02-24,1,Vente,265700.0,4.0,RUE DES NEREIDES,1628,34300.0,34003,Agde,34,34003000IY0005,64.0,1,1.0,Maison,39.0,3.0,AG,terrains d'agrément,31.0,3.527603,43.295984
955627,2020-398245,2020-09-14,1,Vente,179100.0,11.0,ALL DES PEUPLIERS,0343,42350.0,42305,La Talaudière,42,42305000AV0001,73.0,1,1.0,Maison,86.0,5.0,S,sols,359.0,4.414424,45.471887
502502,2020-202506,2020-10-13,1,Vente,116000.0,4.0,CITE DU BELVEDERE,0043,26250.0,26165,Livron-sur-Drôme,26,26165000BE0329,4.0,1,1.0,Maison,73.0,4.0,S,sols,236.0,4.84331,44.771388
1635841,2020-690065,2020-05-26,1,Vente,368300.0,3.0,RUE DU PROGRES,0138,69390.0,69268,Vourles,69,69268000AL0239,1.0,1,1.0,Maison,91.0,3.0,S,sols,43.0,4.77861,45.658968
1646822,2020-694922,2020-07-07,1,Vente,398000.0,53.0,RUE CENTRALE,0180,69290.0,69069,Craponne,69,69069000BB0252,1,1,2.0,Appartement,118.0,5.0,AG,terrains d'agrément,217.0,4.714339,45.745589
135248,2020-60056,2020-06-02,1,Vente,489000.0,663.0,CHE DES BASSINS,0025,6530.0,6118,Saint-Cézaire-sur-Siagne,6,061180000A1544,1.0,1,1.0,Maison,127.0,5.0,S,sols,650.0,6.790801,43.672149
1649255,2020-695950,2020-09-28,1,Vente,447250.0,20.0,AV DE LAUTERBOURG,0520,69160.0,69244,Tassin-la-Demi-Lune,69,69244000AR0014,16,1,2.0,Appartement,98.0,4.0,AG,terrains d'agrément,8.0,4.778545,45.759718
741105,2020-304990,2020-01-03,1,Vente,320000.0,293.0,RUE DE VALENE,0162,34980.0,34255,Saint-Gély-du-Fesc,34,34255000AH0044,32.0,1,1.0,Maison,92.0,4.0,S,sols,445.0,3.80149,43.694366
1280917,2020-529645,2020-11-02,1,Vente,468000.0,3.0,LA GOUVENIERE,B091,53420.0,53048,Chailland,53,53048000BC0242,1.0,1,1.0,Maison,78.0,4.0,P,prés,5511.0,-0.897892,48.217087
1772384,2020-747358,2020-03-12,1,Vente,247000.0,9015.0,RUE DES CANADIENS,0188,76260.0,76255,Eu,76,76255000AC0251,14.0,1,1.0,Maison,123.0,5.0,S,sols,173.0,1.423546,50.040509
2329761,2020-1002002,2020-09-17,1,Vente,265000.0,7.0,RUE ROMAIN ROLLAND,0432,94460.0,94074,Valenton,94,94074000AE0139,91.0,1,1.0,Maison,72.0,4.0,S,sols,152.0,2.461853,48.746883
763523,2020-316404,2020-06-12,1,Vente,143200.0,3.0,RUE DES CORSAIRES,0604,34300.0,34003,Agde,34,34003000MW0036,270.0,1,2.0,Appartement,30.0,2.0,AG,terrains d'agrément,20.0,3.49446,43.276941
958631,2020-399615,2020-11-12,1,Vente,175000.0,25.0,RUE DU BEARN,0075,42800.0,42186,Rive-de-Gier,42,42186000BE0075,27.0,1,1.0,Maison,85.0,4.0,S,sols,248.0,4.597499,45.5176
231403,2020-98841,2020-02-14,1,Vente,760000.0,20.0,RUE PYTHAGORE,7648,13006.0,13206,Marseille 6e Arrondissement,13,132068280H0270,5,1,2.0,Appartement,110.0,4.0,S,sols,5.0,5.375867,43.282383
1985684,2020-842945,2020-05-28,1,Vente,456000.0,6030.0,LES TERRASSONNES,B064,83440.0,83138,Tourrettes,83,831380000F0777,1.0,1,1.0,Maison,114.0,4.0,S,sols,1038.0,6.727344,43.604167
283391,2020-124316,2020-09-12,1,Vente,299000.0,5208.0,LA BRIQUETERIE,B029,14510.0,14305,Gonneville-sur-Mer,14,143050000C0522,16.0,1,1.0,Maison,100.0,3.0,S,sols,1000.0,-0.012679,49.281306
1581801,2020-663524,2020-09-29,1,Vente,186000.0,18.0,RUE DE LA BIGORRE,0600,64000.0,64445,Pau,64,64445000DV0156,20.0,1,1.0,Maison,96.0,6.0,S,sols,669.0,-0.349818,43.323242
112191,2020-49412,2020-08-17,1,Vente,416660.0,310.0,CHE DU CANET,0007,6670.0,6034,Castagniers,6,060340000C1608,2,1,1.0,Maison,88.0,4.0,S,sols,500.0,7.232564,43.793829
1633378,2020-688910,2020-01-24,1,Vente,373000.0,50.0,RUE DU RAVE,0280,69390.0,69133,Millery,69,691330000B0280,2.0,1,1.0,Maison,108.0,6.0,S,sols,310.0,4.783532,45.635896
162296,2020-69853,2020-07-29,1,Vente,152400.0,10.0,RUE LEON BLUM,2150,8000.0,8105,Charleville-Mézières,8,08105000CE0485,10.0,1,2.0,Appartement,120.0,5.0,J,jardins,337.0,4.7077,49.762911
1266744,2020-524677,2020-03-03,2,Vente,429000.0,232.0,L HABIT,B101,53420.0,53048,Chailland,53,53048000AI0006,3.0,1,1.0,Maison,84.0,3.0,P,prés,161000.0,-0.834311,48.251585
2183501,2020-926229,2020-07-09,1,Vente,350000.0,30.0,RUE DE L'ESPERANCE,1440,91330.0,91691,Yerres,91,91691000AR0089,1.0,1,1.0,Maison,83.0,4.0,S,sols,404.0,2.48755,48.708339
2308273,2020-990344,2020-09-24,1,Vente,690000.0,88.0,AV DU GENERAL DE GAULLE,4128,94700.0,94046,Maisons-Alfort,94,94046000AV0010,202.0,1,2.0,Appartement,88.0,4.0,S,sols,40.0,2.427414,48.803891
1716733,2020-722227,2020-09-04,1,Vente,135000.0,41.0,BD DE LA BUTTE,0095,72230.0,72213,Mulsanne,72,72213000AC0057,8.0,1,1.0,Maison,93.0,5.0,S,sols,231.0,0.253222,47.918349
1338296,2020-554268,2020-05-19,1,Vente,193000.0,5353.0,COET FORN BRAS,B011,56850.0,56036,Caudan,56,56036000ZP0274,65,1,1.0,Maison,118.0,6.0,S,sols,898.0,-3.323614,47.801114
2289407,2020-980643,2020-04-14,1,Vente,496270.0,3.0,RTE DE GOURNAY,1080,93160.0,93051,Noisy-le-Grand,93,93051000AH0204,4.0,1,1.0,Maison,93.0,4.0,S,sols,337.0,2.565759,48.850434
261175,2020-114541,2020-08-25,1,Vente,337000.0,1.0,CHE DE LA BEDOULE,0264,13540.0,13001,Aix-en-Provence,13,13001000MT0337,1.0,1,1.0,Maison,80.0,4.0,T,terres,725.0,5.375542,43.581297
1856449,2020-785751,2020-12-29,1,Vente,336400.0,4.0,ALL DES EAUX BONNES,1255,77500.0,77108,Chelles,77,77108000AL0422,33,1,1.0,Maison,102.0,5.0,S,sols,203.0,2.623376,48.892564
1804129,2020-762855,2020-06-24,1,Vente,270000.0,58.0,BD ROMAIN ROLLAND,1370,77220.0,77215,Gretz-Armainvilliers,77,772150000D1629,49.0,1,1.0,Maison,74.0,4.0,S,sols,350.0,2.726408,48.744108
