,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,lot1_numero,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,surface_terrain,longitude,latitude
1649824,2020-696220,2020-10-19,1,Vente,170000.0,10.0,RUE DES FONTANIERES,0044,69670.0,69255,Vaugneray,69,69255000AD0062,4,1,2.0,Appartement,70.0,3.0,AG,terrains d'agrément,60.0,4.664134,45.734671
140196,2020-62276,2020-07-02,1,Vente,350000.0,20.0,AV DE LA COLLE,0750,6800.0,6027,Cagnes-sur-Mer,6,06027000AM0022,1.0,1,2.0,Appartement,78.0,3.0,S,sols,938.0,7.127603,43.662031
279449,2020-122422,2020-01-31,1,Vente,130000.0,9029.0,CHEM DU BOIS,B028,14640.0,14754,Villers-sur-Mer,14,14754000AO0071,91.0,1,1.0,Maison,35.0,2.0,AG,terrains d'agrément,110.0,0.004406,49.314711
3409,2020-1407,2020-06-16,1,Vente,160070.0,6.0,BD VICTOR HUGO,3720,1000.0,1053,Bourg-en-Bresse,1,01053000AO0071,11,1,2.0,Appartement,95.0,3.0,S,sols,108.0,5.227025,46.200237
155863,2020-67622,2020-03-11,1,Vente,234450.0,286.0,RUE LEON JOUHAUX,0266,7500.0,7102,Guilherand-Granges,7,07102000AO0049,5.0,1,1.0,Maison,100.0,5.0,S,sols,440.0,4.873484,44.925602
759961,2020-314544,2020-01-28,1,Vente,209380.0,7.0,RUE DU LABECH,1331,34300.0,34003,Agde,34,34003000NY0041,15.0,1,1.0,Maison,48.0,3.0,AG,terrains d'agrément,76.0,3.50539,43.288895
574855,2020-234634,2020-10-19,1,Vente,213250.0,9004.0,RUE DES COLS-VERTS,2123,30900.0,30189,Nîmes,30,30189000LD0101,27.0,1,1.0,Maison,73.0,3.0,S,sols,245.0,4.316906,43.838545
1085584,2020-455505,2020-04-07,1,Vente,250000.0,94.0,RUE DE LA SOMME,0925,45160.0,45232,Olivet,45,45232000BK0281,94.0,1,1.0,Maison,118.0,5.0,AG,terrains d'agrément,754.0,1.904713,47.840221
1901248,2020-807426,2020-09-24,1,Vente,333000.0,10.0,RUE DE LA CAVEE,0103,78113.0,78171,Condé-sur-Vesgre,78,78171000ZB0108,1.0,1,1.0,Maison,99.0,5.0,S,sols,500.0,1.638224,48.733523
2004645,2020-853794,2020-10-02,1,Vente,2755710.0,32.0,RTE DES CIGALES,0239,83230.0,83019,Bormes-les-Mimosas,83,83019000BO0032,1.0,1,1.0,Maison,190.0,7.0,S,sols,550.0,6.357159,43.097769
1137548,2020-474937,2020-06-12,1,Vente,182000.0,6.0,RUE ALBAN MARIE,0024,47300.0,47323,Villeneuve-sur-Lot,47,47323000ET0303,4.0,1,1.0,Maison,50.0,3.0,S,sols,175.0,0.714536,44.407445
588308,2020-240403,2020-08-05,1,Vente,274000.0,40.0,AV DU HUIT MAI 1945,1730,30133.0,30011,Les Angles,30,30011000AS0003,42.0,1,1.0,Maison,110.0,5.0,S,sols,722.0,4.771362,43.96492
754433,2020-311957,2020-10-16,2,Vente,100000.0,24.0,RUE JEAN MOULIN,0985,34200.0,34301,Sète,34,34301000BC0089,2.0,1,2.0,Appartement,60.0,2.0,S,sols,28.0,3.689079,43.409829
2181486,2020-925117,2020-05-28,1,Vente,240000.0,9010.0,ALL DES SAUGES,3570,91800.0,91114,Brunoy,91,91114000AT0164,23.0,1,1.0,Maison,63.0,4.0,S,sols,225.0,2.514884,48.707752
1993400,2020-847515,2020-09-10,1,Vente,420000.0,493.0,CHE DE TERRE ROUGE,6906,83200.0,83137,Toulon,83,83137000AD0632,1.0,1,1.0,Maison,105.0,5.0,S,sols,515.0,5.977929,43.139979
1475667,2020-619577,2020-05-18,1,Vente,175000.0,37.0,RUE AMPERE,0020,60700.0,60509,Pont-Sainte-Maxence,60,60509000AD0321,402.0,1,1.0,Maison,88.0,4.0,S,sols,427.0,2.596146,49.306066
1776467,2020-749483,2020-06-09,1,Vente,130000.0,2.0,IMP DUPLESSY,2435,76620.0,76351,Le Havre,76,76351000PD0139,3.0,1,1.0,Maison,116.0,3.0,S,sols,80.0,0.101699,49.504299
4254,2020-1694,2020-07-22,1,Vente,199291.0,18.0,RUE DES GENETS,1670,1000.0,1053,Bourg-en-Bresse,1,01053000AB0209,1,1,2.0,Appartement,41.0,1.0,S,sols,473.0,5.212319,46.209405
228377,2020-96895,2020-06-27,1,Vente,161500.0,63.0,BD KRAEMER,5005,13014.0,13214,Marseille 14e Arrondissement,13,132148910H0114,3,1,1.0,Maison,78.0,4.0,J,jardins,147.0,5.383197,43.324199
2003524,2020-853173,2020-08-25,1,Vente,539000.0,197.0,IMP DES OISEAUX,0704,83190.0,83090,Ollioules,83,83090000CZ0077,1.0,1,1.0,Maison,82.0,4.0,S,sols,500.0,5.861618,43.140873
1898358,2020-806098,2020-03-17,1,Vente,227000.0,4.0,RUE DE GESLAY,0330,78111.0,78192,Dammartin-en-Serve,78,781920000D0665,2.0,1,4.0,Local industriel. commercial ou assimilé,25.0,0.0,S,sols,288.0,1.621216,48.903185
